ens_gene_id	cytoband
ENSG00000252751	3q21.2
ENSG00000260391	3q21.2
ENSG00000114491	3q21.2
ENSG00000265981	3q21.2
ENSG00000242199	3q21.2
ENSG00000082781	3q21.2
ENSG00000244286	3q21.2
ENSG00000280042	3q21.2
ENSG00000276626	3q21.2
ENSG00000243986	3q21.2
ENSG00000173702	3q21.2
ENSG00000173706	3q21.2
ENSG00000252642	3q21.2
ENSG00000221955	3q21.2
ENSG00000199327	3q21.2
ENSG00000264986	3q21.2
ENSG00000163848	3q21.2
ENSG00000229048	3q21.2
ENSG00000243508	3q21.2
ENSG00000252953	3q21.2
ENSG00000114520	3q21.2
ENSG00000201800	3q21.2
ENSG00000252965	3q21.2
ENSG00000144909	3q21.2
ENSG00000243072	3q21.2
ENSG00000242001	3q21.2
ENSG00000234458	3q21.2
ENSG00000243429	3q21.2
ENSG00000228963	3q21.2
ENSG00000239978	3q21.2
ENSG00000179170	3q21.2
ENSG00000239432	3q21.2
ENSG00000272840	3q21.2
ENSG00000239804	3q21.2
ENSG00000221737	3q21.2
ENSG00000242229	3q21.2
ENSG00000241346	3q21.2
ENSG00000241288	3q21.2
ENSG00000241278	3q21.2
ENSG00000248787	3q21.2
ENSG00000171084	3q21.2
ENSG00000189366	3q21.2
ENSG00000241439	3q21.2
ENSG00000114547	3q21.2
ENSG00000114544	3q21.2,3q21.3
ENSG00000248607	3q21.2
ENSG00000250012	3q21.2
ENSG00000144908	3q21.3
ENSG00000250218	3q21.3
ENSG00000272020	3q21.3
ENSG00000246022	3q21.3
ENSG00000250934	3q21.3
ENSG00000251448	3q21.3
ENSG00000163884	3q21.3
ENSG00000249833	3q21.3
ENSG00000163885	3q21.3
ENSG00000279328	3q21.3
ENSG00000070476	3q21.3
ENSG00000159650	3q21.3
ENSG00000180767	3q21.3
ENSG00000180697	3q21.3
ENSG00000201968	3q21.3
ENSG00000283374	3q21.3
ENSG00000206483	3q21.3
ENSG00000197763	3q21.3
ENSG00000248557	3q21.3
ENSG00000198284	3q21.3
ENSG00000248850	3q21.3
ENSG00000159685	3q21.3
ENSG00000249558	3q21.3
ENSG00000280053	3q21.3
ENSG00000114554	3q21.3
ENSG00000214324	3q21.3
ENSG00000212556	3q21.3
ENSG00000243016	3q21.3
ENSG00000201288	3q21.3
ENSG00000239620	3q21.3
ENSG00000244215	3q21.3
ENSG00000239921	3q21.3
ENSG00000240562	3q21.3
ENSG00000282975	3q21.3
ENSG00000282860	3q21.3
ENSG00000163870	3q21.3
ENSG00000275067	3q21.3
ENSG00000276083	3q21.3
ENSG00000073111	3q21.3
ENSG00000114631	3q21.3
ENSG00000114626	3q21.3
ENSG00000074416	3q21.3
ENSG00000187715	3q21.3
ENSG00000201210	3q21.3
ENSG00000058262	3q21.3
ENSG00000175792	3q21.3
ENSG00000222627	3q21.3
ENSG00000239608	3q21.3
ENSG00000212344	3q21.3
ENSG00000132394	3q21.3
ENSG00000179407	3q21.3
ENSG00000242049	3q21.3
ENSG00000179348	3q21.3
ENSG00000244300	3q21.3
ENSG00000239405	3q21.3
ENSG00000198685	3q21.3
ENSG00000163902	3q21.3
ENSG00000277250	3q21.3
ENSG00000242551	3q21.3
ENSG00000207130	3q21.3
ENSG00000075785	3q21.3
ENSG00000239503	3q21.3
ENSG00000242992	3q21.3
ENSG00000244232	3q21.3
ENSG00000239483	3q21.3
ENSG00000244065	3q21.3
ENSG00000243022	3q21.3
ENSG00000242062	3q21.3
ENSG00000261159	3q21.3
ENSG00000231305	3q21.3
ENSG00000250796	3q21.3
ENSG00000177646	3q21.3
ENSG00000114656	3q21.3
ENSG00000187695	3q21.3
ENSG00000279507	3q21.3
ENSG00000114654	3q21.3
ENSG00000249505	3q21.3
ENSG00000169704	3q21.3
ENSG00000172780	3q21.3
ENSG00000261796	3q21.3
ENSG00000273174	3q21.3
ENSG00000240682	3q21.3
ENSG00000273437	3q21.3
ENSG00000169714	3q21.3
ENSG00000241673	3q21.3
ENSG00000181789	3q21.3
ENSG00000278658	3q21.3
ENSG00000183624	3q21.3
ENSG00000184897	3q21.3
ENSG00000206417	3q21.3
ENSG00000248916	3q21.3
ENSG00000270492	3q21.3
ENSG00000270773	3q21.3
ENSG00000244932	3q21.3
ENSG00000251474	3q21.3
ENSG00000207088	3q21.3
ENSG00000172771	3q21.3
ENSG00000129071	3q21.3
ENSG00000163913	3q21.3,3q22.1
ENSG00000163914	3q22.1
ENSG00000178804	3q22.1
ENSG00000004399	3q22.1
ENSG00000239437	3q22.1
ENSG00000248659	3q22.1
ENSG00000172765	3q22.1
ENSG00000202412	3q22.1
ENSG00000283509	3q22.1
ENSG00000203644	3q22.1
ENSG00000271270	3q22.1
ENSG00000250643	3q22.1
ENSG00000170893	3q22.1
ENSG00000248459	3q22.1
ENSG00000249869	3q22.1
ENSG00000180770	3q22.1
ENSG00000251178	3q22.1
ENSG00000251610	3q22.1
ENSG00000251287	3q22.1
ENSG00000248243	3q22.1
ENSG00000253540	3q22.1
ENSG00000249846	3q22.1
ENSG00000248618	3q22.1
ENSG00000250580	3q22.1
ENSG00000228252	3q22.1
ENSG00000249253	3q22.1
ENSG00000172752	3q22.1
ENSG00000206384	3q22.1
ENSG00000196455	3q22.1
ENSG00000222783	3q22.1
ENSG00000232829	3q22.1
ENSG00000017260	3q22.1
ENSG00000280127	3q22.1
ENSG00000250592	3q22.1
ENSG00000252894	3q22.1
ENSG00000249098	3q22.1
ENSG00000251579	3q22.1
ENSG00000034533	3q22.1
ENSG00000114670	3q22.1
ENSG00000250129	3q22.1
ENSG00000201550	3q22.1
ENSG00000250608	3q22.1
ENSG00000246082	3q22.1
ENSG00000198585	3q22.1
ENSG00000261167	3q22.1
ENSG00000114686	3q22.1
ENSG00000249020	3q22.1
ENSG00000248468	3q22.1
ENSG00000248530	3q22.1
ENSG00000196353	3q22.1
ENSG00000251447	3q22.1
ENSG00000265859	3q22.1
ENSG00000240854	3q22.1
ENSG00000242899	3q22.1
ENSG00000014257	3q22.1
ENSG00000240890	3q22.1
ENSG00000213264	3q22.1
ENSG00000138246	3q22.1
ENSG00000240303	3q22.1
ENSG00000274810	3q22.1
ENSG00000129048	3q22.1
ENSG00000251614	3q22.1
ENSG00000081307	3q22.1
ENSG00000113971	3q22.1
ENSG00000248724	3q22.1
ENSG00000249725	3q22.1
ENSG00000144868	3q22.1
ENSG00000251011	3q22.1
ENSG00000170819	3q22.1
ENSG00000249820	3q22.1
ENSG00000249993	3q22.1
ENSG00000214301	3q22.1
ENSG00000272832	3q22.1
ENSG00000250983	3q22.1
ENSG00000201827	3q22.1
ENSG00000091527	3q22.1
ENSG00000163781	3q22.1
ENSG00000242337	3q22.1
ENSG00000252641	3q22.1
ENSG00000201394	3q22.1
ENSG00000091513	3q22.1
ENSG00000244062	3q22.1
ENSG00000144867	3q22.1
ENSG00000154917	3q22.1
ENSG00000221972	3q22.1
ENSG00000174640	3q22.1,3q22.2
ENSG00000243832	3q22.2
ENSG00000163785	3q22.2
ENSG00000231845	3q22.2
ENSG00000240006	3q22.2
ENSG00000260633	3q22.2
ENSG00000214289	3q22.2
ENSG00000114019	3q22.2
ENSG00000277723	3q22.2
ENSG00000248377	3q22.2
ENSG00000214288	3q22.2
ENSG00000129055	3q22.2
ENSG00000182923	3q22.2
ENSG00000249691	3q22.2
ENSG00000154928	3q22.2
ENSG00000174611	3q22.2
ENSG00000253087	3q22.2
ENSG00000201413	3q22.2
ENSG00000240086	3q22.2
ENSG00000242222	3q22.2
ENSG00000241905	3q22.2
ENSG00000073711	3q22.2,3q22.3
ENSG00000227267	3q22.3
ENSG00000273455	3q22.3
ENSG00000174579	3q22.3
ENSG00000241438	3q22.3
ENSG00000244740	3q22.3
ENSG00000114054	3q22.3
ENSG00000118007	3q22.3
ENSG00000200571	3q22.3
ENSG00000244101	3q22.3
ENSG00000252914	3q22.3
ENSG00000240695	3q22.3
ENSG00000261758	3q22.3
ENSG00000242968	3q22.3
ENSG00000168917	3q22.3
ENSG00000273486	3q22.3
ENSG00000239213	3q22.3
ENSG00000158092	3q22.3
ENSG00000214283	3q22.3
ENSG00000174564	3q22.3
ENSG00000249407	3q22.3
ENSG00000201325	3q22.3
ENSG00000243886	3q22.3
ENSG00000242070	3q22.3
ENSG00000168875	3q22.3
ENSG00000239513	3q22.3
ENSG00000261146	3q22.3
ENSG00000241478	3q22.3
ENSG00000066405	3q22.3
ENSG00000272609	3q22.3
ENSG00000158163	3q22.3
ENSG00000240668	3q22.3
ENSG00000118017	3q22.3
ENSG00000138231	3q22.3
ENSG00000114098	3q22.3
ENSG00000181322	3q22.3
ENSG00000158186	3q22.3
ENSG00000158220	3q22.3
ENSG00000280399	3q22.3
ENSG00000114107	3q22.3
ENSG00000158234	3q22.3
ENSG00000174715	3q22.3
ENSG00000051382	3q22.3
ENSG00000239207	3q22.3
ENSG00000242321	3q22.3
ENSG00000241429	3q22.3
ENSG00000242244	3q22.3
ENSG00000244578	3q22.3
ENSG00000183770	3q22.3
ENSG00000206262	3q22.3
ENSG00000206260	3q23
ENSG00000175110	3q23
ENSG00000184814	3q23
ENSG00000233701	3q23
ENSG00000251137	3q23
ENSG00000232416	3q23
ENSG00000281473	3q23
ENSG00000276304	3q23
ENSG00000272656	3q23
ENSG00000184432	3q23
ENSG00000283418	3q23
ENSG00000248932	3q23
ENSG00000114113	3q23
ENSG00000248790	3q23
ENSG00000178631	3q23
ENSG00000114115	3q23
ENSG00000163864	3q23
ENSG00000214280	3q23
ENSG00000201600	3q23
ENSG00000244692	3q23
ENSG00000261763	3q23
ENSG00000250543	3q23
ENSG00000251471	3q23
ENSG00000250161	3q23
ENSG00000158258	3q23
ENSG00000249290	3q23
ENSG00000251058	3q23
ENSG00000250433	3q23
ENSG00000249305	3q23
ENSG00000155890	3q23
ENSG00000261826	3q23
ENSG00000224085	3q23
ENSG00000114120	3q23
ENSG00000248773	3q23
ENSG00000175093	3q23
ENSG00000251270	3q23
ENSG00000155893	3q23
ENSG00000241400	3q23
ENSG00000249417	3q23
ENSG00000249540	3q23
ENSG00000177311	3q23
ENSG00000215606	3q23
ENSG00000155903	3q23
ENSG00000280530	3q23
ENSG00000250170	3q23
ENSG00000249986	3q23
ENSG00000242104	3q23
ENSG00000241899	3q23
ENSG00000241526	3q23
ENSG00000114125	3q23
ENSG00000114124	3q23
ENSG00000228398	3q23
ENSG00000069849	3q23
ENSG00000200389	3q23
ENSG00000244124	3q23
ENSG00000279147	3q23
ENSG00000114126	3q23
ENSG00000233597	3q23
ENSG00000206604	3q23
ENSG00000175066	3q23
ENSG00000114127	3q23
ENSG00000251804	3q23
ENSG00000202125	3q23
ENSG00000175054	3q23
ENSG00000242479	3q23
ENSG00000244327	3q23
ENSG00000242390	3q23
ENSG00000252745	3q23
ENSG00000120756	3q23
ENSG00000239641	3q23
ENSG00000199319	3q23
ENSG00000144935	3q23
ENSG00000251787	3q23
ENSG00000163710	3q23
ENSG00000240950	3q23
ENSG00000243818	3q23
ENSG00000188582	3q23
ENSG00000241592	3q23
ENSG00000241570	3q23
ENSG00000163714	3q23
ENSG00000268129	3q23
ENSG00000243733	3q24
ENSG00000175040	3q24
ENSG00000241679	3q24
ENSG00000244171	3q24
ENSG00000181804	3q24
ENSG00000240888	3q24
ENSG00000240012	3q24
ENSG00000244493	3q24
ENSG00000243033	3q24
ENSG00000243759	3q24
ENSG00000248374	3q24
ENSG00000235110	3q24
ENSG00000181744	3q24
ENSG00000222778	3q24
ENSG00000280397	3q24
ENSG00000244024	3q24
ENSG00000241695	3q24
ENSG00000239797	3q24
ENSG00000244358	3q24
ENSG00000240095	3q24
ENSG00000261051	3q24
ENSG00000243415	3q24
ENSG00000240032	3q24
ENSG00000152952	3q24
ENSG00000114698	3q24
ENSG00000243596	3q24
ENSG00000241358	3q24
ENSG00000163746	3q24
ENSG00000279320	3q24
ENSG00000188313	3q24
ENSG00000199812	3q24
ENSG00000231213	3q24
ENSG00000241457	3q24
ENSG00000243620	3q24
ENSG00000242671	3q24
ENSG00000207156	3q24
ENSG00000239412	3q24
ENSG00000174963	3q24
ENSG00000241202	3q24
ENSG00000152977	3q24
ENSG00000240804	3q24
ENSG00000239661	3q24
ENSG00000239922	3q24
ENSG00000241131	3q24
ENSG00000241792	3q24
ENSG00000244650	3q24
ENSG00000205412	3q24
ENSG00000243347	3q24
ENSG00000242440	3q24
ENSG00000241993	3q24
ENSG00000144891	3q24
ENSG00000153002	3q24
ENSG00000244089	3q24
ENSG00000240521	3q24
ENSG00000163751	3q24
ENSG00000241627	3q24
ENSG00000163754	3q24
ENSG00000071794	3q24
ENSG00000239718	3q24
ENSG00000201031	3q24
ENSG00000240511	3q24
ENSG00000163755	3q24
ENSG00000047457	3q24,3q25.1
ENSG00000240216	3q25.1
ENSG00000244468	3q25.1
ENSG00000163762	3q25.1
ENSG00000243822	3q25.1
ENSG00000169908	3q25.1
ENSG00000240541	3q25.1
ENSG00000243885	3q25.1
ENSG00000240246	3q25.1
ENSG00000241929	3q25.1
ENSG00000282502	3q25.1
ENSG00000239408	3q25.1
ENSG00000169903	3q25.1
ENSG00000244503	3q25.1
ENSG00000018408	3q25.1
ENSG00000252581	3q25.1
ENSG00000241985	3q25.1
ENSG00000241313	3q25.1
ENSG00000114744	3q25.1
ENSG00000206199	3q25.1
ENSG00000251854	3q25.1
ENSG00000082996	3q25.1
ENSG00000252172	3q25.1
ENSG00000239351	3q25.1
ENSG00000070087	3q25.1
ENSG00000242791	3q25.1
ENSG00000224831	3q25.1
ENSG00000182000	3q25.1
ENSG00000241947	3q25.1
ENSG00000243944	3q25.1
ENSG00000240477	3q25.1
ENSG00000243321	3q25.1
ENSG00000241143	3q25.1
ENSG00000241048	3q25.1
ENSG00000244541	3q25.1
ENSG00000278234	3q25.1
ENSG00000243550	3q25.1
ENSG00000196428	3q25.1
ENSG00000120742	3q25.1
ENSG00000144895	3q25.1
ENSG00000198843	3q25.1
ENSG00000271711	3q25.1
ENSG00000163645	3q25.1
ENSG00000240137	3q25.1
ENSG00000244668	3q25.1
ENSG00000181788	3q25.1
ENSG00000244265	3q25.1
ENSG00000280141	3q25.1
ENSG00000239265	3q25.1
ENSG00000214237	3q25.1
ENSG00000260234	3q25.1
ENSG00000243273	3q25.1
ENSG00000244382	3q25.1
ENSG00000163646	3q25.1
ENSG00000276055	3q25.1
ENSG00000144893	3q25.1
ENSG00000199994	3q25.1
ENSG00000174946	3q25.1
ENSG00000174944	3q25.1
ENSG00000239570	3q25.1
ENSG00000138271	3q25.1
ENSG00000181631	3q25.1
ENSG00000169313	3q25.1
ENSG00000152580	3q25.1
ENSG00000242810	3q25.1
ENSG00000242119	3q25.1
ENSG00000264330	3q25.1
ENSG00000241151	3q25.1
ENSG00000197953	3q25.1
ENSG00000242908	3q25.1
ENSG00000242097	3q25.1
ENSG00000240602	3q25.1
ENSG00000250271	3q25.1
ENSG00000114771	3q25.1
ENSG00000198829	3q25.1
ENSG00000239941	3q25.1
ENSG00000152601	3q25.1,3q25.2
ENSG00000229619	3q25.1
ENSG00000221962	3q25.2
ENSG00000201217	3q25.2
ENSG00000243305	3q25.2
ENSG00000244545	3q25.2
ENSG00000242561	3q25.2
ENSG00000169860	3q25.2
ENSG00000241810	3q25.2
ENSG00000241671	3q25.2
ENSG00000244268	3q25.2
ENSG00000181467	3q25.2
ENSG00000265813	3q25.2
ENSG00000241220	3q25.2
ENSG00000241912	3q25.2
ENSG00000238755	3q25.2
ENSG00000243012	3q25.2
ENSG00000207323	3q25.2
ENSG00000237787	3q25.2
ENSG00000200162	3q25.2
ENSG00000243486	3q25.2
ENSG00000201398	3q25.2
ENSG00000240068	3q25.2
ENSG00000243069	3q25.2
ENSG00000114790	3q25.2
ENSG00000174953	3q25.2
ENSG00000271922	3q25.2
ENSG00000279305	3q25.2
ENSG00000174948	3q25.2
ENSG00000240048	3q25.2
ENSG00000243861	3q25.2
ENSG00000243154	3q25.2
ENSG00000242151	3q25.2
ENSG00000240601	3q25.2
ENSG00000243969	3q25.2
ENSG00000243953	3q25.2
ENSG00000196549	3q25.2
ENSG00000240666	3q25.2
ENSG00000241336	3q25.2
ENSG00000240045	3q25.2
ENSG00000242790	3q25.2
ENSG00000239443	3q25.31
ENSG00000114805	3q25.31
ENSG00000248772	3q25.31
ENSG00000243518	3q25.31
ENSG00000242152	3q25.31
ENSG00000272096	3q25.31
ENSG00000239508	3q25.31
ENSG00000242925	3q25.31
ENSG00000239212	3q25.31
ENSG00000214919	3q25.31
ENSG00000241307	3q25.31
ENSG00000174928	3q25.31
ENSG00000169359	3q25.31
ENSG00000163655	3q25.31
ENSG00000240489	3q25.31
ENSG00000174930	3q25.31
ENSG00000169282	3q25.31
ENSG00000242017	3q25.31
ENSG00000242537	3q25.31
ENSG00000227709	3q25.31
ENSG00000240596	3q25.31
ENSG00000242370	3q25.31
ENSG00000272990	3q25.31
ENSG00000114850	3q25.31
ENSG00000243926	3q25.31
ENSG00000163659	3q25.31
ENSG00000174912	3q25.31
ENSG00000240875	3q25.31
ENSG00000230457	3q25.31
ENSG00000197980	3q25.31
ENSG00000241879	3q25.31
ENSG00000239706	3q25.31
ENSG00000222499	3q25.31
ENSG00000243629	3q25.31
ENSG00000241544	3q25.31
ENSG00000241135	3q25.31
ENSG00000163660	3q25.31
ENSG00000201778	3q25.31
ENSG00000244515	3q25.31
ENSG00000241770	3q25.31
ENSG00000222675	3q25.31
ENSG00000243176	3q25.31,3q25.32
ENSG00000270981	3q25.31
ENSG00000197415	3q25.31,3q25.32
ENSG00000163661	3q25.32
ENSG00000174899	3q25.32
ENSG00000251751	3q25.32
ENSG00000239716	3q25.32
ENSG00000242536	3q25.32
ENSG00000168779	3q25.32
ENSG00000174891	3q25.32
ENSG00000241723	3q25.32
ENSG00000277143	3q25.32
ENSG00000243314	3q25.32
ENSG00000243150	3q25.32
ENSG00000178053	3q25.32
ENSG00000243025	3q25.32
ENSG00000243165	3q25.32
ENSG00000168827	3q25.32
ENSG00000079257	3q25.32
ENSG00000272087	3q25.32
ENSG00000272440	3q25.32
ENSG00000118849	3q25.32
ENSG00000118855	3q25.32
ENSG00000240207	3q25.32
ENSG00000243675	3q25.32
ENSG00000271778	3q25.32
ENSG00000272247	3q25.32
ENSG00000232374	3q25.32
ENSG00000279311	3q25.32
ENSG00000214216	3q25.32
ENSG00000283154	3q25.32,3q25.33
ENSG00000283245	3q25.32,3q25.33
ENSG00000263634	3q25.32
ENSG00000244249	3q25.33
ENSG00000243116	3q25.33
ENSG00000241211	3q25.33
ENSG00000252763	3q25.33
ENSG00000151967	3q25.33
ENSG00000244040	3q25.33
ENSG00000168811	3q25.33
ENSG00000242107	3q25.33
ENSG00000184100	3q25.33
ENSG00000180044	3q25.33
ENSG00000248710	3q25.33
ENSG00000068885	3q25.33
ENSG00000243687	3q25.33
ENSG00000113810	3q25.33
ENSG00000207779	3q25.33
ENSG00000198987	3q25.33
ENSG00000213186	3q25.33
ENSG00000244009	3q25.33
ENSG00000238427	3q25.33
ENSG00000186432	3q25.33
ENSG00000238741	3q25.33
ENSG00000229320	3q25.33
ENSG00000242285	3q25.33
ENSG00000179674	3q25.33
ENSG00000207084	3q25.33
ENSG00000260572	3q25.33
ENSG00000163590	3q25.33,3q26.1
ENSG00000169255	3q26.1
ENSG00000169251	3q26.1
ENSG00000271052	3q26.1
ENSG00000240138	3q26.1
ENSG00000243838	3q26.1
ENSG00000196542	3q26.1
ENSG00000240567	3q26.1
ENSG00000269888	3q26.1
ENSG00000234851	3q26.1
ENSG00000182447	3q26.1
ENSG00000240354	3q26.1
ENSG00000241874	3q26.1
ENSG00000243044	3q26.1
ENSG00000241168	3q26.1
ENSG00000244571	3q26.1
ENSG00000241369	3q26.1
ENSG00000238924	3q26.1
ENSG00000240792	3q26.1
ENSG00000214210	3q26.1
ENSG00000221251	3q26.1
ENSG00000241636	3q26.1
ENSG00000241767	3q26.1
ENSG00000090402	3q26.1
ENSG00000200052	3q26.1
ENSG00000239205	3q26.1
ENSG00000121871	3q26.1
ENSG00000244128	3q26.1
ENSG00000114200	3q26.1
ENSG00000242178	3q26.1
ENSG00000240084	3q26.1
ENSG00000240824	3q26.1
ENSG00000242456	3q26.1
ENSG00000242326	3q26.1
ENSG00000244429	3q26.1
ENSG00000244321	3q26.1
ENSG00000274149	3q26.1
ENSG00000251759	3q26.1
ENSG00000224962	3q26.1
ENSG00000240458	3q26.1
ENSG00000231516	3q26.1
ENSG00000240033	3q26.1
ENSG00000239227	3q26.1
ENSG00000220343	3q26.1
ENSG00000169064	3q26.1
ENSG00000241669	3q26.1
ENSG00000114204	3q26.1
ENSG00000174776	3q26.1
ENSG00000114209	3q26.1
ENSG00000241120	3q26.1
ENSG00000163536	3q26.1
ENSG00000244227	3q26.1,3q26.2
ENSG00000244706	3q26.1
ENSG00000239238	3q26.1
ENSG00000242036	3q26.2
ENSG00000241203	3q26.2
ENSG00000173905	3q26.2
ENSG00000206120	3q26.2
ENSG00000241882	3q26.2
ENSG00000222357	3q26.2
ENSG00000207717	3q26.2
ENSG00000226765	3q26.2
ENSG00000231688	3q26.2
ENSG00000242268	3q26.2
ENSG00000272797	3q26.2
ENSG00000273177	3q26.2
ENSG00000241383	3q26.2
ENSG00000085276	3q26.2
ENSG00000241479	3q26.2
ENSG00000213178	3q26.2
ENSG00000281137	3q26.2
ENSG00000242795	3q26.2
ENSG00000244381	3q26.2
ENSG00000206777	3q26.2
ENSG00000270141	3q26.2
ENSG00000277925	3q26.2
ENSG00000184378	3q26.2
ENSG00000269889	3q26.2
ENSG00000085274	3q26.2
ENSG00000269984	3q26.2
ENSG00000171757	3q26.2
ENSG00000270135	3q26.2
ENSG00000270096	3q26.2
ENSG00000188306	3q26.2
ENSG00000114248	3q26.2
ENSG00000240128	3q26.2
ENSG00000187033	3q26.2
ENSG00000244039	3q26.2
ENSG00000239219	3q26.2
ENSG00000244193	3q26.2
ENSG00000008952	3q26.2
ENSG00000240373	3q26.2
ENSG00000173890	3q26.2
ENSG00000201342	3q26.2
ENSG00000242583	3q26.2
ENSG00000173889	3q26.2
ENSG00000268220	3q26.2
ENSG00000199536	3q26.2
ENSG00000163558	3q26.2
ENSG00000200118	3q26.2
ENSG00000239628	3q26.2
ENSG00000136603	3q26.2
ENSG00000242578	3q26.2
ENSG00000013297	3q26.2
ENSG00000283474	3q26.2
ENSG00000013293	3q26.2
ENSG00000241416	3q26.2
ENSG00000213174	3q26.2
ENSG00000244738	3q26.2
ENSG00000239739	3q26.2
ENSG00000163584	3q26.2
ENSG00000163577	3q26.2
ENSG00000240704	3q26.2
ENSG00000199488	3q26.2
ENSG00000163581	3q26.2
ENSG00000154310	3q26.2,3q26.31
ENSG00000207963	3q26.2
ENSG00000222506	3q26.31
ENSG00000279673	3q26.31
ENSG00000240497	3q26.31
ENSG00000207114	3q26.31
ENSG00000234594	3q26.31
ENSG00000075651	3q26.31
ENSG00000186329	3q26.31
ENSG00000234717	3q26.31
ENSG00000235943	3q26.31
ENSG00000075420	3q26.31
ENSG00000237483	3q26.31
ENSG00000243398	3q26.31
ENSG00000279862	3q26.31
ENSG00000236686	3q26.31
ENSG00000121853	3q26.31
ENSG00000121858	3q26.31
ENSG00000224611	3q26.31
ENSG00000223387	3q26.31
ENSG00000224426	3q26.31
ENSG00000144959	3q26.31
ENSG00000231384	3q26.31
ENSG00000252082	3q26.31
ENSG00000114346	3q26.31
ENSG00000200355	3q26.31
ENSG00000201458	3q26.31
ENSG00000227440	3q26.31
ENSG00000237501	3q26.31
ENSG00000144962	3q26.31
ENSG00000237473	3q26.31
ENSG00000169760	3q26.31
ENSG00000237645	3q26.31
ENSG00000228213	3q26.31
ENSG00000252982	3q26.31
ENSG00000232601	3q26.31
ENSG00000213169	3q26.31
ENSG00000177694	3q26.31
ENSG00000253020	3q26.31
ENSG00000230497	3q26.31
ENSG00000230292	3q26.31
ENSG00000226779	3q26.31
ENSG00000264974	3q26.31
ENSG00000199792	3q26.31
ENSG00000201648	3q26.31
ENSG00000236241	3q26.31
ENSG00000214192	3q26.31
ENSG00000201452	3q26.31
ENSG00000225552	3q26.31
ENSG00000260217	3q26.31
ENSG00000230362	3q26.31
ENSG00000236357	3q26.32
ENSG00000271413	3q26.32
ENSG00000238026	3q26.32
ENSG00000283333	3q26.32
ENSG00000223715	3q26.32
ENSG00000232461	3q26.32
ENSG00000252302	3q26.32
ENSG00000228308	3q26.32
ENSG00000231888	3q26.32
ENSG00000177565	3q26.32
ENSG00000231310	3q26.32
ENSG00000201343	3q26.32
ENSG00000200882	3q26.32
ENSG00000203645	3q26.32
ENSG00000236893	3q26.32
ENSG00000226782	3q26.32
ENSG00000228221	3q26.32
ENSG00000252028	3q26.32
ENSG00000236385	3q26.32
ENSG00000200288	3q26.32
ENSG00000228561	3q26.32
ENSG00000277241	3q26.32
ENSG00000231574	3q26.32
ENSG00000225790	3q26.32
ENSG00000270321	3q26.32
ENSG00000199858	3q26.32
ENSG00000223930	3q26.32
ENSG00000197584	3q26.32
ENSG00000275163	3q26.32
ENSG00000223941	3q26.32
ENSG00000252336	3q26.32
ENSG00000271131	3q26.32
ENSG00000237978	3q26.32
ENSG00000172667	3q26.32
ENSG00000200616	3q26.32
ENSG00000229102	3q26.32
ENSG00000121879	3q26.32
ENSG00000201957	3q26.32
ENSG00000171121	3q26.32
ENSG00000240429	3q26.32
ENSG00000121864	3q26.33
ENSG00000260743	3q26.33
ENSG00000171109	3q26.33
ENSG00000114450	3q26.33
ENSG00000242539	3q26.33
ENSG00000272699	3q26.33
ENSG00000239255	3q26.33
ENSG00000181260	3q26.33
ENSG00000136518	3q26.33
ENSG00000272910	3q26.33
ENSG00000272660	3q26.33
ENSG00000136522	3q26.33
ENSG00000136521	3q26.33
ENSG00000239096	3q26.33
ENSG00000243977	3q26.33
ENSG00000058056	3q26.33
ENSG00000114757	3q26.33
ENSG00000270178	3q26.33
ENSG00000243799	3q26.33
ENSG00000244302	3q26.33
ENSG00000201822	3q26.33
ENSG00000282327	3q26.33
ENSG00000213158	3q26.33
ENSG00000239880	3q26.33
ENSG00000241696	3q26.33
ENSG00000201810	3q26.33
ENSG00000239774	3q26.33
ENSG00000199986	3q26.33
ENSG00000241946	3q26.33
ENSG00000163728	3q26.33
ENSG00000145075	3q26.33
ENSG00000243187	3q26.33
ENSG00000242811	3q26.33
ENSG00000242068	3q26.33
ENSG00000241473	3q26.33
ENSG00000239516	3q26.33
ENSG00000114416	3q26.33
ENSG00000213157	3q26.33
ENSG00000205981	3q26.33
ENSG00000242808	3q26.33
ENSG00000242140	3q26.33
ENSG00000206932	3q26.33
ENSG00000237806	3q26.33
ENSG00000241231	3q26.33
ENSG00000235294	3q26.33
ENSG00000239381	3q26.33
ENSG00000276074	3q26.33
ENSG00000276690	3q26.33
ENSG00000181449	3q26.33
ENSG00000278026	3q26.33
ENSG00000266317	3q26.33
ENSG00000199839	3q26.33
ENSG00000239805	3q26.33
ENSG00000213155	3q26.33
ENSG00000242512	3q26.33
ENSG00000252257	3q26.33
ENSG00000240478	3q26.33
ENSG00000242012	3q26.33
ENSG00000241098	3q26.33
ENSG00000244199	3q26.33
ENSG00000244247	3q26.33
ENSG00000228766	3q26.33
ENSG00000238837	3q26.33
ENSG00000243378	3q26.33
ENSG00000260377	3q26.33
ENSG00000240063	3q26.33
ENSG00000058063	3q26.33
ENSG00000270554	3q26.33
ENSG00000273261	3q26.33
ENSG00000043093	3q26.33
ENSG00000244346	3q26.33
ENSG00000078070	3q27.1
ENSG00000243368	3q27.1
ENSG00000078081	3q27.1
ENSG00000053524	3q27.1
ENSG00000176597	3q27.1
ENSG00000202502	3q27.1
ENSG00000240024	3q27.1
ENSG00000201229	3q27.1
